,tradeDate,rep
62,2020-06-09,"2020-06-09,600029,b,5.72,建仓"
21,2020-06-09,"2020-06-09,603658,s,156.24,平仓,11.3534%"
55,2020-06-10,"2020-06-10,600004,s,16.31,平仓,9.1700%"
44,2020-06-10,"2020-06-10,600276,b,84.54,建仓"
20,2020-06-10,"2020-06-10,300529,b,62.98,建仓"
65,2020-06-10,"2020-06-10,002007,s,41.32,平仓,1.4735%"
42,2020-06-11,"2020-06-11,300059,b,15.81,建仓"
50,2020-06-11,"2020-06-11,002555,b,38.33,建仓"
47,2020-06-11,"2020-06-11,601216,s,2.49,平仓,-15.8784%"
46,2020-06-11,"2020-06-11,002001,b,27.23,建仓"
46,2020-06-11,"2020-06-11,300014,b,42.25,建仓"
36,2020-06-16,"2020-06-16,300347,b,85.4,建仓"
28,2020-06-16,"2020-06-16,603019,b,40.09,建仓"
11,2020-06-17,"2020-06-17,300676,s,148.3,平仓,25.2745%"
54,2020-06-17,"2020-06-17,300003,b,36.82,建仓"
56,2020-06-17,"2020-06-17,002024,b,8.85,建仓"
57,2020-06-17,"2020-06-17,601888,s,124.88,平仓,31.4526%"
48,2020-06-17,"2020-06-17,000876,b,28.18,建仓"
15,2020-06-18,"2020-06-18,601838,s,7.89,平仓,-1.0038%"
48,2020-06-18,"2020-06-18,002044,b,11.69,建仓"
50,2020-06-18,"2020-06-18,000538,b,89.78,建仓"
44,2020-06-18,"2020-06-18,600183,b,29.53,建仓"
31,2020-06-18,"2020-06-18,601021,s,36.8,平仓,2.6499%"
57,2020-06-18,"2020-06-18,600690,s,17.18,平仓,3.8066%"
65,2020-06-19,"2020-06-19,600000,s,10.61,平仓,-0.3756%"
65,2020-06-19,"2020-06-19,601166,s,15.77,平仓,-3.0731%"
28,2020-06-19,"2020-06-19,000938,b,42.11,建仓"
35,2020-06-19,"2020-06-19,601169,s,4.9,平仓,-0.6085%"
41,2020-06-19,"2020-06-19,601288,s,3.35,平仓,-2.0468%"
45,2020-06-19,"2020-06-19,600018,s,4.25,平仓,4.1667%"
23,2020-06-19,"2020-06-19,600919,s,5.93,平仓,-1.0017%"
49,2020-06-19,"2020-06-19,601398,s,5.2,平仓,0.7752%"
19,2020-06-19,"2020-06-19,601155,s,32.3,平仓,0.3417%"
7,2020-06-19,"2020-06-19,601878,s,10.11,平仓,-2.3188%"
69,2020-06-19,"2020-06-19,600048,s,14.56,平仓,-1.6216%"
17,2020-06-19,"2020-06-19,601108,s,10.5,平仓,0.6711%"
9,2020-06-19,"2020-06-19,601577,s,7.91,平仓,0.6361%"
38,2020-06-19,"2020-06-19,600085,b,26.39,建仓"
38,2020-06-19,"2020-06-19,600760,b,32.15,建仓"
45,2020-06-22,"2020-06-22,601012,s,34.68,平仓,8.1722%"
46,2020-06-22,"2020-06-22,601231,b,21.5,建仓"
30,2020-06-22,"2020-06-22,601225,b,7.23,建仓"
55,2020-06-22,"2020-06-22,600009,s,71.03,平仓,-4.1430%"
52,2020-06-22,"2020-06-22,000627,b,5.28,建仓"
38,2020-06-22,"2020-06-22,600795,b,1.84,建仓"
29,2020-06-22,"2020-06-22,603899,s,51.87,平仓,-3.8198%"
48,2020-06-22,"2020-06-22,601555,b,8.26,建仓"
38,2020-06-22,"2020-06-22,601668,b,5.0,建仓"
31,2020-06-23,"2020-06-23,002602,s,15.26,平仓,15.9574%"
46,2020-06-23,"2020-06-23,601901,b,7.19,建仓"
41,2020-06-23,"2020-06-23,000100,s,6.15,平仓,7.7058%"
35,2020-06-23,"2020-06-23,000568,s,93.28,平仓,6.6301%"
54,2020-06-23,"2020-06-23,601377,b,6.19,建仓"
61,2020-06-23,"2020-06-23,600383,s,13.06,平仓,-5.1561%"
63,2020-06-23,"2020-06-23,300033,s,128.73,平仓,14.5794%"
10,2020-06-23,"2020-06-23,601990,b,14.9,建仓"
51,2020-06-23,"2020-06-23,600332,s,32.41,平仓,3.5794%"
57,2020-06-23,"2020-06-23,601933,s,9.58,平仓,4.0174%"
60,2020-06-23,"2020-06-23,000728,b,8.55,建仓"
70,2020-06-23,"2020-06-23,600999,b,19.09,建仓"
41,2020-06-23,"2020-06-23,000783,s,7.01,平仓,12.5201%"
49,2020-06-23,"2020-06-23,000977,s,42.05,平仓,9.9059%"
6,2020-06-23,"2020-06-23,002945,b,14.16,建仓"
49,2020-06-23,"2020-06-23,000708,s,17.1,平仓,9.6154%"
43,2020-06-23,"2020-06-23,600406,s,20.73,平仓,7.0764%"
34,2020-06-23,"2020-06-23,600958,b,9.74,建仓"
34,2020-06-23,"2020-06-23,002673,b,8.32,建仓"
12,2020-06-23,"2020-06-23,002821,b,236.19,建仓"
61,2020-06-23,"2020-06-23,002146,s,7.95,平仓,-2.0936%"
34,2020-06-23,"2020-06-23,600705,b,3.97,建仓"
51,2020-06-23,"2020-06-23,002384,s,29.64,平仓,6.0845%"
45,2020-06-23,"2020-06-23,600741,s,21.19,平仓,1.8260%"
18,2020-06-23,"2020-06-23,601108,b,10.79,建仓"
8,2020-06-23,"2020-06-23,601878,b,10.25,建仓"
45,2020-06-23,"2020-06-23,002600,s,10.73,平仓,-1.6499%"
23,2020-06-23,"2020-06-23,601211,s,17.12,平仓,7.3354%"
23,2020-06-23,"2020-06-23,002739,s,15.66,平仓,-8.9535%"
55,2020-06-23,"2020-06-23,600886,s,7.83,平仓,1.6883%"
40,2020-06-23,"2020-06-23,600487,b,16.52,建仓"
39,2020-06-23,"2020-06-23,002601,s,18.09,平仓,4.8088%"
52,2020-06-24,"2020-06-24,002371,b,169.04,建仓"
45,2020-06-24,"2020-06-24,000723,s,6.37,平仓,-0.1567%"
60,2020-06-24,"2020-06-24,000596,b,149.88,建仓"
59,2020-06-24,"2020-06-24,600150,s,17.52,平仓,-3.7363%"
53,2020-06-24,"2020-06-24,000656,s,8.03,平仓,-0.3722%"
45,2020-06-24,"2020-06-24,601998,s,5.07,平仓,0.0000%"
56,2020-06-24,"2020-06-24,600547,b,36.48,建仓"
36,2020-06-24,"2020-06-24,600584,b,31.04,建仓"
43,2020-06-24,"2020-06-24,601601,s,27.51,平仓,-5.5613%"
51,2020-06-24,"2020-06-24,601390,s,5.07,平仓,-4.3396%"
31,2020-06-24,"2020-06-24,000725,s,4.53,平仓,4.6189%"
60,2020-06-24,"2020-06-24,601877,b,26.12,建仓"
59,2020-06-24,"2020-06-24,000001,s,12.8,平仓,-5.6743%"
47,2020-06-24,"2020-06-24,601336,s,44.82,平仓,-1.0378%"
55,2020-06-24,"2020-06-24,600340,s,22.95,平仓,1.4589%"
9,2020-06-24,"2020-06-24,002958,s,4.45,平仓,1.1364%"
56,2020-06-24,"2020-06-24,600489,b,8.96,建仓"
3,2020-06-24,"2020-06-24,601319,s,6.47,平仓,2.6984%"
53,2020-06-24,"2020-06-24,601318,s,72.26,平仓,-3.8328%"
49,2020-06-29,"2020-06-29,600031,s,18.64,平仓,-0.7983%"
55,2020-06-29,"2020-06-29,601238,s,8.99,平仓,-6.7427%"
60,2020-06-29,"2020-06-29,000768,b,17.56,建仓"
46,2020-06-29,"2020-06-29,600066,b,12.18,建仓"
44,2020-06-29,"2020-06-29,600845,b,57.93,建仓"
69,2020-06-29,"2020-06-29,601628,s,27.2,平仓,-2.2637%"
49,2020-06-29,"2020-06-29,600115,s,4.19,平仓,-6.8889%"
10,2020-06-30,"2020-06-30,600025,b,3.79,建仓"
54,2020-06-30,"2020-06-30,000786,b,21.33,建仓"
66,2020-06-30,"2020-06-30,601166,b,15.78,建仓"
53,2020-06-30,"2020-06-30,603993,s,3.67,平仓,-1.0782%"
60,2020-06-30,"2020-06-30,000002,b,26.14,建仓"
43,2020-06-30,"2020-06-30,601111,s,6.61,平仓,-7.9387%"
63,2020-07-01,"2020-07-01,600029,s,5.2,平仓,-9.0909%"
52,2020-07-02,"2020-07-02,600332,b,33.58,建仓"
21,2020-07-02,"2020-07-02,300529,s,65.8,平仓,4.4776%"
45,2020-07-02,"2020-07-02,600276,s,91.2,平仓,7.8779%"
20,2020-07-02,"2020-07-02,002841,b,97.34,建仓"
43,2020-07-03,"2020-07-03,300059,s,22.8,平仓,44.2125%"
20,2020-07-03,"2020-07-03,601155,b,34.43,建仓"
50,2020-07-03,"2020-07-03,600585,b,56.77,建仓"
47,2020-07-03,"2020-07-03,300014,s,47.12,平仓,11.5266%"
51,2020-07-03,"2020-07-03,002555,s,44.69,平仓,16.5927%"
56,2020-07-03,"2020-07-03,600036,b,36.74,建仓"
47,2020-07-03,"2020-07-03,002001,s,28.33,平仓,4.0397%"
50,2020-07-03,"2020-07-03,601186,b,8.98,建仓"
50,2020-07-03,"2020-07-03,600352,b,13.47,建仓"
55,2020-07-03,"2020-07-03,000963,s,25.4,平仓,16.7816%"
44,2020-07-03,"2020-07-03,601601,b,30.7,建仓"
46,2020-07-03,"2020-07-03,000425,b,6.23,建仓"
46,2020-07-03,"2020-07-03,600741,b,22.64,建仓"
30,2020-07-03,"2020-07-03,000066,b,13.91,建仓"
56,2020-07-03,"2020-07-03,002714,b,82.79,建仓"
52,2020-07-06,"2020-07-06,601633,b,8.95,建仓"
52,2020-07-06,"2020-07-06,601808,b,14.68,建仓"
56,2020-07-06,"2020-07-06,601238,b,9.98,建仓"
40,2020-07-06,"2020-07-06,600177,b,6.77,建仓"
4,2020-07-06,"2020-07-06,601816,b,6.88,建仓"
32,2020-07-06,"2020-07-06,601021,b,38.88,建仓"
42,2020-07-06,"2020-07-06,600848,b,23.02,建仓"
24,2020-07-06,"2020-07-06,002739,b,17.6,建仓"
34,2020-07-06,"2020-07-06,000338,b,15.51,建仓"
54,2020-07-06,"2020-07-06,601318,b,84.12,建仓"
52,2020-07-06,"2020-07-06,601390,b,5.75,建仓"
42,2020-07-06,"2020-07-06,601288,b,3.76,建仓"
42,2020-07-06,"2020-07-06,000100,b,6.51,建仓"
70,2020-07-06,"2020-07-06,601628,b,36.34,建仓"
50,2020-07-06,"2020-07-06,600115,b,4.7,建仓"
34,2020-07-06,"2020-07-06,601872,b,6.43,建仓"
50,2020-07-06,"2020-07-06,601088,b,16.9,建仓"
38,2020-07-06,"2020-07-06,600027,b,3.77,建仓"
50,2020-07-07,"2020-07-07,600028,b,4.23,建仓"
46,2020-07-07,"2020-07-07,000723,b,6.88,建仓"
56,2020-07-07,"2020-07-07,600004,b,16.1,建仓"
38,2020-07-07,"2020-07-07,000651,b,60.08,建仓"
40,2020-07-07,"2020-07-07,601766,b,6.23,建仓"
6,2020-07-07,"2020-07-07,601236,b,23.21,建仓"
46,2020-07-07,"2020-07-07,601989,b,4.4,建仓"
42,2020-07-07,"2020-07-07,300144,b,18.61,建仓"
54,2020-07-07,"2020-07-07,600111,b,10.45,建仓"
2,2020-07-07,"2020-07-07,600989,b,9.13,建仓"
48,2020-07-07,"2020-07-07,600660,b,22.6,建仓"
40,2020-07-07,"2020-07-07,600637,b,10.5,建仓"
17,2020-07-08,"2020-07-08,300628,s,74.62,平仓,18.8217%"
56,2020-07-08,"2020-07-08,600176,b,9.91,建仓"
58,2020-07-08,"2020-07-08,600690,b,18.6,建仓"
29,2020-07-08,"2020-07-08,603019,s,46.4,平仓,15.7396%"
40,2020-07-08,"2020-07-08,600297,b,3.72,建仓"
37,2020-07-08,"2020-07-08,300347,s,98.69,平仓,15.5621%"
60,2020-07-08,"2020-07-08,600150,b,20.71,建仓"
48,2020-07-08,"2020-07-08,002508,b,36.53,建仓"
48,2020-07-08,"2020-07-08,600482,b,18.77,建仓"
32,2020-07-09,"2020-07-09,002607,b,29.2,建仓"
53,2020-07-09,"2020-07-09,002157,s,19.82,平仓,21.3717%"
49,2020-07-09,"2020-07-09,000876,s,32.43,平仓,15.0816%"
55,2020-07-09,"2020-07-09,300003,s,44.1,平仓,19.7719%"
57,2020-07-09,"2020-07-09,002024,s,10.58,平仓,19.5480%"
0,2020-07-09,"2020-07-09,603195,b,174.2,建仓"
49,2020-07-10,"2020-07-10,002044,s,15.91,平仓,36.0992%"
41,2020-07-10,"2020-07-10,600019,s,5.25,平仓,7.3620%"
45,2020-07-10,"2020-07-10,600183,s,33.1,平仓,12.0894%"
51,2020-07-10,"2020-07-10,000538,s,107.31,平仓,19.5255%"
55,2020-07-10,"2020-07-10,601800,s,8.44,平仓,8.6229%"
43,2020-07-13,"2020-07-13,600900,s,19.16,平仓,7.6404%"
29,2020-07-13,"2020-07-13,000938,s,50.6,平仓,20.1615%"
39,2020-07-13,"2020-07-13,600085,s,29.35,平仓,11.2164%"
40,2020-07-13,"2020-07-13,300142,b,62.68,建仓"
39,2020-07-13,"2020-07-13,600760,s,58.5,平仓,81.9596%"
39,2020-07-14,"2020-07-14,601668,s,5.28,平仓,5.6000%"
49,2020-07-14,"2020-07-14,000671,s,7.35,平仓,8.2474%"
41,2020-07-14,"2020-07-14,601669,s,4.61,平仓,32.4713%"
39,2020-07-14,"2020-07-14,600795,s,1.98,平仓,7.6087%"
31,2020-07-14,"2020-07-14,601225,s,8.08,平仓,11.7566%"
49,2020-07-14,"2020-07-14,601555,s,10.79,平仓,30.6295%"
53,2020-07-14,"2020-07-14,000627,s,6.14,平仓,16.2879%"
47,2020-07-14,"2020-07-14,601231,s,23.72,平仓,10.3256%"
19,2020-07-15,"2020-07-15,601108,s,13.22,平仓,22.5209%"
11,2020-07-15,"2020-07-15,601990,s,17.86,平仓,19.8658%"
27,2020-07-15,"2020-07-15,000166,s,6.09,平仓,36.5471%"
15,2020-07-15,"2020-07-15,601881,s,14.31,平仓,42.8144%"
55,2020-07-15,"2020-07-15,601377,s,8.89,平仓,43.6187%"
61,2020-07-15,"2020-07-15,000728,s,10.81,平仓,26.4327%"
47,2020-07-15,"2020-07-15,601901,s,8.62,平仓,19.8887%"
35,2020-07-15,"2020-07-15,002673,s,10.48,平仓,25.9615%"
35,2020-07-15,"2020-07-15,600958,s,12.67,平仓,30.0821%"
41,2020-07-15,"2020-07-15,600487,s,17.84,平仓,7.9903%"
31,2020-07-15,"2020-07-15,002736,s,14.18,平仓,31.1748%"
57,2020-07-15,"2020-07-15,601788,s,28.42,平仓,155.5755%"
51,2020-07-15,"2020-07-15,600061,s,16.01,平仓,32.7529%"
13,2020-07-15,"2020-07-15,002821,s,239.0,平仓,1.1897%"
9,2020-07-15,"2020-07-15,601878,s,18.99,平仓,85.2683%"
7,2020-07-15,"2020-07-15,002945,s,16.96,平仓,19.7740%"
35,2020-07-15,"2020-07-15,600705,s,5.15,平仓,29.7229%"
29,2020-07-15,"2020-07-15,601198,s,14.25,平仓,33.9286%"
53,2020-07-16,"2020-07-16,002371,s,178.2,平仓,5.4188%"
57,2020-07-16,"2020-07-16,600489,s,9.66,平仓,7.8125%"
61,2020-07-16,"2020-07-16,000596,s,192.42,平仓,28.3827%"
37,2020-07-16,"2020-07-16,600584,s,41.45,平仓,33.5374%"
57,2020-07-16,"2020-07-16,600547,s,37.35,平仓,2.3849%"
45,2020-07-17,"2020-07-17,600845,s,69.63,平仓,20.1968%"
47,2020-07-17,"2020-07-17,600066,s,12.74,平仓,4.5977%"
61,2020-07-17,"2020-07-17,000768,s,23.08,平仓,31.4351%"
55,2020-07-20,"2020-07-20,000786,s,32.77,平仓,53.6334%"
67,2020-07-20,"2020-07-20,601166,s,16.48,平仓,4.4360%"
61,2020-07-20,"2020-07-20,000002,s,28.3,平仓,8.2632%"
11,2020-07-20,"2020-07-20,600025,s,3.99,平仓,5.2770%"
21,2020-07-22,"2020-07-22,002841,s,107.34,平仓,10.2733%"
53,2020-07-22,"2020-07-22,600332,s,34.12,平仓,1.6081%"
48,2020-07-22,"2020-07-22,601336,b,55.38,建仓"
47,2020-07-23,"2020-07-23,000425,s,6.68,平仓,7.2231%"
57,2020-07-23,"2020-07-23,002714,s,92.01,平仓,11.1366%"
51,2020-07-23,"2020-07-23,600585,s,61.05,平仓,7.5392%"
51,2020-07-23,"2020-07-23,600352,s,14.99,平仓,11.2843%"
51,2020-07-23,"2020-07-23,601186,s,9.2,平仓,2.4499%"
57,2020-07-23,"2020-07-23,600036,s,35.6,平仓,-3.1029%"
31,2020-07-23,"2020-07-23,000066,s,17.22,平仓,23.7958%"
47,2020-07-23,"2020-07-23,600741,s,21.62,平仓,-4.5053%"
45,2020-07-23,"2020-07-23,601601,s,30.34,平仓,-1.1726%"
21,2020-07-23,"2020-07-23,601155,s,33.7,平仓,-2.1202%"
71,2020-07-23,"2020-07-23,600999,s,22.05,平仓,15.5055%"
54,2020-07-24,"2020-07-24,600233,b,15.08,建仓"
41,2020-07-24,"2020-07-24,600177,s,6.51,平仓,-3.8405%"
39,2020-07-24,"2020-07-24,600027,s,3.79,平仓,0.5305%"
51,2020-07-24,"2020-07-24,600115,s,4.42,平仓,-5.9574%"
5,2020-07-24,"2020-07-24,601816,s,6.15,平仓,-10.6105%"
25,2020-07-24,"2020-07-24,002739,s,17.72,平仓,0.6818%"
53,2020-07-24,"2020-07-24,601390,s,5.59,平仓,-2.7826%"
53,2020-07-24,"2020-07-24,601633,s,13.06,平仓,45.9218%"
43,2020-07-24,"2020-07-24,600848,s,22.36,平仓,-2.8671%"
55,2020-07-24,"2020-07-24,601318,s,77.0,平仓,-8.4641%"
43,2020-07-24,"2020-07-24,601288,s,3.23,平仓,-14.0957%"
33,2020-07-24,"2020-07-24,601021,s,38.83,平仓,-0.1286%"
57,2020-07-24,"2020-07-24,601238,s,9.22,平仓,-7.6152%"
35,2020-07-24,"2020-07-24,601872,s,6.2,平仓,-3.5770%"
53,2020-07-24,"2020-07-24,601808,s,13.94,平仓,-5.0409%"
43,2020-07-24,"2020-07-24,000100,s,6.1,平仓,-6.2980%"
71,2020-07-24,"2020-07-24,601628,s,35.4,平仓,-2.5867%"
51,2020-07-24,"2020-07-24,601088,s,15.48,平仓,-8.4024%"
35,2020-07-24,"2020-07-24,000338,s,16.16,平仓,4.1908%"
47,2020-07-27,"2020-07-27,601989,s,4.9,平仓,11.3636%"
3,2020-07-27,"2020-07-27,600989,s,10.12,平仓,10.8434%"
41,2020-07-27,"2020-07-27,601766,s,5.8,平仓,-6.9021%"
47,2020-07-27,"2020-07-27,000723,s,6.46,平仓,-6.1047%"
43,2020-07-27,"2020-07-27,300144,s,18.42,平仓,-1.0210%"
57,2020-07-27,"2020-07-27,600004,s,13.94,平仓,-13.4161%"
55,2020-07-27,"2020-07-27,600111,s,12.46,平仓,19.2344%"
51,2020-07-27,"2020-07-27,600028,s,4.01,平仓,-5.2009%"
49,2020-07-27,"2020-07-27,600660,s,24.2,平仓,7.0796%"
7,2020-07-27,"2020-07-27,601236,s,20.82,平仓,-10.2973%"
41,2020-07-27,"2020-07-27,600637,s,9.9,平仓,-5.7143%"
39,2020-07-27,"2020-07-27,000651,s,56.78,平仓,-5.4927%"
49,2020-07-28,"2020-07-28,600482,s,20.14,平仓,7.2989%"
59,2020-07-28,"2020-07-28,600690,s,16.36,平仓,-12.0430%"
57,2020-07-28,"2020-07-28,600176,s,12.32,平仓,24.3189%"
61,2020-07-28,"2020-07-28,600150,s,21.27,平仓,2.7040%"
41,2020-07-28,"2020-07-28,600297,s,4.14,平仓,11.2903%"
61,2020-07-28,"2020-07-28,601877,s,27.79,平仓,6.3936%"
1,2020-07-29,"2020-07-29,603195,s,150.94,平仓,-13.3525%"
52,2020-07-29,"2020-07-29,002415,b,37.8,建仓"
33,2020-07-29,"2020-07-29,002607,s,32.86,平仓,12.5342%"
32,2020-07-30,"2020-07-30,603799,b,44.75,建仓"
41,2020-07-31,"2020-07-31,300142,s,80.86,平仓,29.0045%"
68,2020-07-31,"2020-07-31,000661,b,497.0,建仓"
30,2020-07-31,"2020-07-31,300433,b,32.85,建仓"
58,2020-07-31,"2020-07-31,601238,b,10.8,建仓"
12,2020-08-03,"2020-08-03,300676,b,171.8,建仓"
38,2020-08-03,"2020-08-03,002252,b,10.46,建仓"
8,2020-08-03,"2020-08-03,603156,b,25.11,建仓"
42,2020-08-03,"2020-08-03,002422,b,22.86,建仓"
40,2020-08-03,"2020-08-03,600085,b,27.63,建仓"
30,2020-08-03,"2020-08-03,601198,b,14.03,建仓"
50,2020-08-04,"2020-08-04,600998,b,18.92,建仓"
10,2020-08-04,"2020-08-04,002938,b,50.72,建仓"
26,2020-08-04,"2020-08-04,002812,b,81.8,建仓"
52,2020-08-04,"2020-08-04,002384,b,28.75,建仓"
56,2020-08-04,"2020-08-04,601727,b,5.76,建仓"
46,2020-08-04,"2020-08-04,002600,b,12.46,建仓"
32,2020-08-04,"2020-08-04,300136,b,59.51,建仓"
46,2020-08-04,"2020-08-04,600018,b,4.71,建仓"
8,2020-08-05,"2020-08-05,002945,b,16.63,建仓"
42,2020-08-05,"2020-08-05,600637,b,10.48,建仓"
20,2020-08-05,"2020-08-05,603160,b,220.97,建仓"
26,2020-08-05,"2020-08-05,002739,b,17.92,建仓"
60,2020-08-05,"2020-08-05,600690,b,21.88,建仓"
60,2020-08-05,"2020-08-05,002179,b,45.11,建仓"
62,2020-08-05,"2020-08-05,000768,b,25.28,建仓"
48,2020-08-05,"2020-08-05,601231,b,26.41,建仓"
50,2020-08-05,"2020-08-05,000876,b,37.27,建仓"
16,2020-08-05,"2020-08-05,300408,b,28.88,建仓"
6,2020-08-05,"2020-08-05,601162,b,7.29,建仓"
36,2020-08-06,"2020-08-06,600705,b,5.71,建仓"
50,2020-08-06,"2020-08-06,601398,b,5.02,建仓"
52,2020-08-06,"2020-08-06,601186,b,9.02,建仓"
56,2020-08-06,"2020-08-06,601318,b,77.15,建仓"
56,2020-08-06,"2020-08-06,601377,b,8.77,建仓"
66,2020-08-06,"2020-08-06,600000,b,10.53,建仓"
32,2020-08-06,"2020-08-06,002736,b,13.98,建仓"
30,2020-08-07,"2020-08-07,603019,b,46.5,建仓"
36,2020-08-07,"2020-08-07,002414,b,43.6,建仓"
36,2020-08-10,"2020-08-10,600958,b,12.56,建仓"
52,2020-08-10,"2020-08-10,600061,b,15.12,建仓"
2,2020-08-10,"2020-08-10,603195,b,160.59,建仓"
56,2020-08-10,"2020-08-10,002230,b,38.06,建仓"
52,2020-08-11,"2020-08-11,600115,b,4.58,建仓"
49,2020-08-11,"2020-08-11,601336,s,57.74,平仓,4.2615%"
24,2020-08-12,"2020-08-12,600926,b,10.72,建仓"
49,2020-08-12,"2020-08-12,002508,s,41.3,平仓,13.0578%"
56,2020-08-12,"2020-08-12,000961,b,9.83,建仓"
60,2020-08-13,"2020-08-13,000625,b,11.41,建仓"
55,2020-08-13,"2020-08-13,600233,s,14.62,平仓,-3.0504%"
56,2020-08-13,"2020-08-13,600009,b,72.88,建仓"
56,2020-08-14,"2020-08-14,601006,b,6.64,建仓"
64,2020-08-14,"2020-08-14,600011,b,4.83,建仓"
48,2020-08-17,"2020-08-17,600050,b,5.34,建仓"
40,2020-08-17,"2020-08-17,600027,b,3.89,建仓"
53,2020-08-18,"2020-08-18,002415,s,39.07,平仓,3.3598%"
60,2020-08-19,"2020-08-19,600519,b,1687.0,建仓"
36,2020-08-19,"2020-08-19,000568,b,127.87,建仓"
48,2020-08-19,"2020-08-19,000157,b,8.48,建仓"
54,2020-08-19,"2020-08-19,000063,b,38.65,建仓"
72,2020-08-19,"2020-08-19,600999,b,22.5,建仓"
64,2020-08-19,"2020-08-19,000069,b,7.38,建仓"
33,2020-08-19,"2020-08-19,603799,s,42.3,平仓,-5.4749%"
62,2020-08-19,"2020-08-19,000728,b,10.73,建仓"
16,2020-08-19,"2020-08-19,601881,b,13.43,建仓"
0,2020-08-19,"2020-08-19,601077,b,5.36,建仓"
56,2020-08-19,"2020-08-19,600340,b,18.01,建仓"
59,2020-08-20,"2020-08-20,601238,s,10.43,平仓,-3.4259%"
69,2020-08-20,"2020-08-20,000661,s,449.01,平仓,-9.6559%"
31,2020-08-20,"2020-08-20,300433,s,31.8,平仓,-3.1963%"
46,2020-08-20,"2020-08-20,600276,b,91.7,建仓"
41,2020-08-21,"2020-08-21,600085,s,30.26,平仓,9.5186%"
44,2020-08-21,"2020-08-21,600900,b,18.99,建仓"
9,2020-08-21,"2020-08-21,603156,s,24.98,平仓,-0.5177%"
48,2020-08-21,"2020-08-21,000425,b,6.41,建仓"
58,2020-08-21,"2020-08-21,600176,b,14.4,建仓"
31,2020-08-21,"2020-08-21,601198,s,13.58,平仓,-3.2074%"
13,2020-08-21,"2020-08-21,300676,s,145.34,平仓,-15.4016%"
39,2020-08-21,"2020-08-21,002252,s,9.37,平仓,-10.4207%"
43,2020-08-21,"2020-08-21,002422,s,25.07,平仓,9.6675%"
47,2020-08-24,"2020-08-24,002600,s,12.17,平仓,-2.3274%"
57,2020-08-24,"2020-08-24,601727,s,5.72,平仓,-0.6944%"
53,2020-08-24,"2020-08-24,002384,s,28.32,平仓,-1.4957%"
47,2020-08-24,"2020-08-24,600018,s,4.5,平仓,-4.4586%"
51,2020-08-24,"2020-08-24,600998,s,18.03,平仓,-4.7040%"
56,2020-08-24,"2020-08-24,000786,b,33.56,建仓"
33,2020-08-24,"2020-08-24,300136,s,64.6,平仓,8.5532%"
27,2020-08-24,"2020-08-24,002812,s,76.74,平仓,-6.1858%"
61,2020-08-25,"2020-08-25,600690,s,23.24,平仓,6.2157%"
27,2020-08-25,"2020-08-25,002739,s,19.42,平仓,8.3705%"
17,2020-08-25,"2020-08-25,300408,s,27.48,平仓,-4.8476%"
22,2020-08-25,"2020-08-25,601985,b,4.64,建仓"
61,2020-08-25,"2020-08-25,002179,s,48.44,平仓,7.3820%"
9,2020-08-25,"2020-08-25,002945,s,15.63,平仓,-6.0132%"
7,2020-08-25,"2020-08-25,601162,s,6.96,平仓,-4.5267%"
21,2020-08-25,"2020-08-25,603160,s,186.95,平仓,-15.3958%"
36,2020-08-25,"2020-08-25,002475,b,56.26,建仓"
43,2020-08-25,"2020-08-25,600637,s,10.22,平仓,-2.4809%"
51,2020-08-25,"2020-08-25,000876,s,36.67,平仓,-1.6099%"
63,2020-08-25,"2020-08-25,000768,s,24.74,平仓,-2.1361%"
46,2020-08-26,"2020-08-26,601012,b,57.6,建仓"
57,2020-08-26,"2020-08-26,601377,s,7.95,平仓,-9.3501%"
46,2020-08-26,"2020-08-26,600845,b,69.39,建仓"
50,2020-08-26,"2020-08-26,300015,b,49.98,建仓"
53,2020-08-26,"2020-08-26,601186,s,8.76,平仓,-2.8825%"
37,2020-08-26,"2020-08-26,600705,s,4.95,平仓,-13.3100%"
51,2020-08-26,"2020-08-26,601398,s,4.98,平仓,-0.7968%"
57,2020-08-26,"2020-08-26,601318,s,76.8,平仓,-0.4537%"
48,2020-08-26,"2020-08-26,300014,b,50.43,建仓"
33,2020-08-26,"2020-08-26,002736,s,14.04,平仓,0.4292%"
67,2020-08-26,"2020-08-26,600000,s,10.37,平仓,-1.5195%"
18,2020-08-26,"2020-08-26,300413,b,66.5,建仓"
37,2020-08-27,"2020-08-27,002414,s,38.33,平仓,-12.0872%"
62,2020-08-27,"2020-08-27,002179,b,48.08,建仓"
22,2020-08-27,"2020-08-27,300529,b,73.13,建仓"
31,2020-08-27,"2020-08-27,603019,s,44.62,平仓,-4.0430%"
38,2020-08-28,"2020-08-28,300347,b,117.4,建仓"
22,2020-08-28,"2020-08-28,002773,b,49.19,建仓"
52,2020-08-28,"2020-08-28,000538,b,114.6,建仓"
52,2020-08-28,"2020-08-28,002594,b,85.39,建仓"
57,2020-08-28,"2020-08-28,002230,s,37.52,平仓,-1.4188%"
53,2020-08-28,"2020-08-28,600061,s,15.15,平仓,0.1984%"
3,2020-08-28,"2020-08-28,603195,s,161.99,平仓,0.8718%"
37,2020-08-28,"2020-08-28,600958,s,11.98,平仓,-4.6178%"
58,2020-08-31,"2020-08-31,600887,b,41.94,建仓"
38,2020-08-31,"2020-08-31,002153,b,32.9,建仓"
